vector_count,dimensions,m,ef_construction,ef_search,k,recall_at_k,avg_returned,query_p50_ms,query_p95_ms,query_p99_ms,query_mean_ms,num_queries,build_time_ms,insert_throughput_per_sec,memory_delta_bytes,memory_delta_mb,max_graph_level,num_levels,data_distribution,distance_comps_per_query,peak_rss_mb
100000,64,32,100,16,500,0.928768,500.000,1.174396,1.318567,1.478328,1.190527,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,32,10,0.521000,10.000,0.107062,0.135004,0.150299,0.108765,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,32,50,0.538940,50.000,0.157959,0.199473,0.230647,0.162000,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,32,200,0.807245,200.000,0.529104,0.585819,0.615956,0.531961,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,32,500,0.928768,500.000,1.174041,1.294798,1.479959,1.185996,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,64,10,0.710500,10.000,0.192250,0.233035,0.274588,0.195613,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,64,50,0.605220,50.000,0.194667,0.224318,0.240835,0.196201,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,64,200,0.807245,200.000,0.524124,0.593383,0.690829,0.531382,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,64,500,0.928768,500.000,1.177167,1.307392,1.458713,1.189746,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,128,10,0.875500,10.000,0.349355,0.398620,0.465419,0.354313,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,128,50,0.789620,50.000,0.347833,0.388083,0.407882,0.350260,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,128,200,0.807245,200.000,0.521875,0.582870,0.639144,0.526892,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,128,500,0.928768,500.000,1.183771,1.308735,1.495278,1.196181,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,256,10,0.967700,10.000,0.652333,0.723252,0.775228,0.657589,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,256,50,0.927580,50.000,0.650022,0.731135,0.801718,0.657256,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,256,200,0.863015,200.000,0.646979,0.744513,0.890060,0.660371,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,32,100,256,500,0.928768,500.000,1.179124,1.319152,1.485493,1.193061,1000,20663.970,4839.34,966656,0.922,3,4,random,-1.00,196.58
100000,64,8,200,16,10,0.072100,10.000,0.020250,0.027917,0.031793,0.020733,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,16,50,0.145080,50.000,0.057625,0.074336,0.084044,0.058621,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,16,200,0.315855,200.000,0.194792,0.229675,0.246920,0.197836,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,16,500,0.480314,500.000,0.454083,0.516937,0.552445,0.460588,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,32,10,0.123600,10.000,0.037020,0.049835,0.057068,0.038057,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,32,50,0.145080,50.000,0.055667,0.072460,0.079670,0.056653,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,32,200,0.315855,200.000,0.199042,0.237977,0.265362,0.201864,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
